Age,Time_Spent_on_Videos,Quiz_Scores,Video_Watching_Habit,Quiz_Performance,Final_Exam_Score,Cluster
525.0,0.3292433537832311,0.536231884057971,False,False,3549.0,0
1681.0,0.29856850715746425,0.4927536231884058,False,False,6378.0,0
695.0,0.4233128834355829,0.36231884057971014,False,False,3134.9999999999995,0
1273.0,0.9795501022494888,0.5072463768115942,True,False,4101.0,2
1171.0,0.9938650306748467,0.4202898550724638,True,False,6447.0,2
1171.0,0.3558282208588957,0.8260869565217392,False,True,2996.9999999999995,1
1545.0,0.9079754601226995,0.5652173913043479,True,False,2582.9999999999995,2
1613.0,0.8486707566462169,0.463768115942029,True,False,2444.9999999999995,2
1646.9999999999998,0.7137014314928426,0.4202898550724638,False,False,3410.9999999999995,0
1545.0,0.5173824130879346,0.47826086956521746,False,False,4239.0,0
1001.0,0.4846625766871166,0.7246376811594204,False,True,3203.9999999999995,1
1646.9999999999998,0.030674846625766878,0.6811594202898552,False,True,5757.0,1
1205.0,0.3680981595092025,0.9710144927536233,False,True,3824.9999999999995,1
1001.0,0.47034764826175873,0.9710144927536233,False,True,4239.0,1
559.0,0.3006134969325154,0.0,False,False,3410.9999999999995,0
1511.0,0.6175869120654398,0.3333333333333333,False,False,5412.0,0
1273.0,0.4683026584867076,0.7681159420289856,False,True,3686.9999999999995,1
830.9999999999999,0.28629856850715746,0.9855072463768118,False,True,4308.0,1
1307.0,0.5869120654396729,0.0,False,False,5964.0,0
1375.0,0.815950920245399,0.2173913043478261,True,False,2582.9999999999995,2
1646.9999999999998,0.4335378323108385,0.5072463768115942,False,False,3065.9999999999995,0
967.0,0.17586912065439675,0.3043478260869566,False,False,4791.0,0
830.9999999999999,0.670756646216769,0.02898550724637683,False,False,6447.0,0
967.0,0.9038854805725973,0.7971014492753623,True,True,4722.0,3
1375.0,0.5828220858895706,0.7826086956521741,False,True,2513.9999999999995,1
797.0,0.7382413087934562,0.536231884057971,False,False,2237.9999999999995,0
1035.0,0.6114519427402864,0.3478260869565218,False,False,6240.0,0
899.0,0.9693251533742333,0.4202898550724638,True,False,6033.0,2
1035.0,0.11656441717791412,1.0,False,True,3479.9999999999995,1
1511.0,0.8139059304703478,0.20289855072463775,True,False,4515.0,2
593.0,0.5439672801635993,0.9275362318840581,False,True,4308.0,1
1443.0,0.130879345603272,0.855072463768116,False,True,3824.9999999999995,1
1035.0,0.6952965235173825,0.3478260869565218,False,False,5481.0,0
865.0,0.6359918200408999,0.2173913043478261,False,False,4239.0,0
593.0,0.14928425357873212,0.23188405797101447,False,False,6102.0,0
729.0,0.13701431492842536,0.07246376811594207,False,False,4652.999999999999,0
559.0,0.8691206543967281,0.23188405797101447,True,False,6585.0,2
1273.0,0.507157464212679,0.07246376811594207,False,False,2169.0,0
1579.0,0.4437627811860941,0.31884057971014496,False,False,3617.9999999999995,0
1613.0,0.6114519427402864,0.08695652173913043,False,False,6654.0,0
1307.0,0.261758691206544,0.6086956521739131,False,False,6033.0,0
695.0,0.11451942740286301,0.3333333333333333,False,False,4722.0,0
1646.9999999999998,0.6216768916155421,0.6811594202898552,False,True,4791.0,1
967.0,0.8077709611451944,0.5507246376811594,True,False,3686.9999999999995,2
1137.0,0.4171779141104295,0.014492753623188415,False,False,4446.0,0
1307.0,0.6952965235173825,0.7101449275362319,False,True,6654.0,1
1069.0,0.2719836400817996,0.5797101449275364,False,False,5964.0,0
1613.0,0.22903885480572597,0.18840579710144928,False,False,5343.0,0
627.0,0.0,0.8840579710144929,False,True,3686.9999999999995,1
1477.0,0.4826175869120655,0.6231884057971016,False,False,6585.0,0
1545.0,0.10838445807770962,0.23188405797101447,False,False,5343.0,0
1171.0,0.9202453987730063,0.08695652173913043,True,False,4515.0,2
865.0,0.21676891615541924,0.9130434782608696,False,True,4584.0,1
1579.0,0.7157464212678938,0.6231884057971016,False,False,2513.9999999999995,0
661.0,0.7014314928425359,0.9275362318840581,False,True,2237.9999999999995,1
1443.0,0.9427402862985687,0.5507246376811594,True,False,2789.9999999999995,2
1341.0,0.7791411042944787,0.8985507246376812,False,True,4031.999999999999,1
1103.0,0.8220858895705523,0.63768115942029,True,False,6654.0,2
593.0,0.4130879345603272,0.5072463768115942,False,False,2720.9999999999995,0
1511.0,0.2801635991820041,0.05797101449275366,False,False,5274.0,0
1443.0,0.7730061349693252,0.463768115942029,False,False,6792.0,0
899.0,0.6257668711656442,0.02898550724637683,False,False,4031.999999999999,0
729.0,0.8282208588957056,0.9275362318840581,True,True,2375.9999999999995,3
695.0,0.6952965235173825,0.40579710144927533,False,False,5136.0,0
593.0,0.5501022494887526,0.1449275362318841,False,False,3686.9999999999995,0
1681.0,0.7484662576687118,0.7826086956521741,False,True,2582.9999999999995,1
559.0,0.7075664621676893,0.8115942028985508,False,True,5136.0,1
593.0,0.25153374233128833,0.391304347826087,False,False,3617.9999999999995,0
1511.0,0.24744376278118613,0.2608695652173913,False,False,2858.9999999999995,0
1103.0,0.916155419222904,0.391304347826087,True,False,6792.0,2
695.0,0.4028629856850716,0.8260869565217392,False,True,3755.9999999999995,1
797.0,0.25766871165644173,0.44927536231884063,False,False,6171.0,0
695.0,0.8977505112474439,0.05797101449275366,True,False,2651.9999999999995,2
1443.0,0.8650306748466259,0.014492753623188415,True,False,3410.9999999999995,2
1511.0,0.22903885480572597,0.18840579710144928,False,False,6792.0,0
933.0,0.1411042944785276,0.31884057971014496,False,False,6723.0,0
1273.0,0.9141104294478529,0.08695652173913043,True,False,3824.9999999999995,2
1477.0,0.38854805725971375,0.15942028985507245,False,False,4791.0,0
1069.0,0.9447852760736197,0.23188405797101447,True,False,2237.9999999999995,2
1307.0,0.98159509202454,0.07246376811594207,True,False,5619.0,2
593.0,0.08384458077709613,0.2898550724637681,False,False,5757.0,0
797.0,0.9611451942740288,0.9420289855072466,True,True,5274.0,3
1137.0,0.21881390593047037,0.7971014492753623,False,True,2651.9999999999995,1
1409.0,0.33333333333333337,0.3043478260869566,False,False,6723.0,0
525.0,0.3006134969325154,0.6231884057971016,False,False,4515.0,0
1477.0,0.4171779141104295,0.7826086956521741,False,True,3549.0,1
1307.0,0.7382413087934562,0.2173913043478261,False,False,6792.0,0
1477.0,0.8854805725971372,0.6521739130434783,True,False,5964.0,2
1341.0,0.21063394683026587,0.6521739130434783,False,False,6654.0,0
695.0,0.3844580777096115,0.536231884057971,False,False,6171.0,0
763.0,0.2638036809815951,0.3768115942028986,False,False,4101.0,0
763.0,0.5603271983640082,0.08695652173913043,False,False,4239.0,0
695.0,0.6073619631901842,0.5072463768115942,False,False,3962.9999999999995,0
729.0,0.5910020449897752,0.7826086956521741,False,True,4308.0,1
1545.0,0.2147239263803681,0.8260869565217392,False,True,6447.0,1
1307.0,0.21676891615541924,0.7971014492753623,False,True,4308.0,1
763.0,0.8057259713701432,0.24637681159420294,True,False,5619.0,2
1579.0,0.3353783231083845,0.47826086956521746,False,False,3479.9999999999995,0
1137.0,0.014314928425357875,0.9565217391304348,False,True,3341.9999999999995,1
1579.0,0.45398773006134974,0.8115942028985508,False,True,5481.0,1
695.0,0.31492842535787324,0.014492753623188415,False,False,4652.999999999999,0
